OID_COUSUB_22|GEOID_COUSUB_22|NAMELSAD_COUSUB_22|AREALAND_COUSUB_22|AREAWATER_COUSUB_22|MTFCC_COUSUB_22|CLASSFP_COUSUB_22|FUNCSTAT_COUSUB_22|OID_BLKGRP_20|GEOID_BLKGRP_20|NAMELSAD_BLKGRP_20|AREALAND_BLKGRP_20|AREAWATER_BLKGRP_20|MTFCC_BLKGRP_20|FUNCSTAT_BLKGRP_20|AREALAND_PART|AREAWATER_PART
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331690092|090034967003|Block Group 3|204472|0|G5030|S|204472|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331690182|090034967004|Block Group 4|364631|0|G5030|S|364631|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331690235|090034968001|Block Group 1|394327|0|G5030|S|394327|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331690206|090034968002|Block Group 2|460001|0|G5030|S|460001|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|208703716538225|090034968003|Block Group 3|556165|0|G5030|S|556165|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|2087015504368629|090034969001|Block Group 1|154725|0|G5030|S|154725|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748485|090034969002|Block Group 2|487844|0|G5030|S|487844|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748448|090034969003|Block Group 3|479109|0|G5030|S|479109|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748402|090034969004|Block Group 4|213575|0|G5030|S|213575|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|2087015504368709|090034969005|Block Group 5|122918|0|G5030|S|122918|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748550|090034969006|Block Group 6|295986|0|G5030|S|295986|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|2087015504368737|090034969007|Block Group 7|388714|0|G5030|S|388714|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748653|090034970001|Block Group 1|818657|0|G5030|S|818657|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748725|090034970002|Block Group 2|390948|0|G5030|S|390948|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748689|090034970003|Block Group 3|465804|0|G5030|S|465804|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748761|090034970004|Block Group 4|731994|0|G5030|S|731994|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748832|090034971001|Block Group 1|479616|0|G5030|S|479616|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748794|090034971002|Block Group 2|209295|0|G5030|S|209295|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748901|090034971003|Block Group 3|255314|0|G5030|S|255314|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748867|090034971004|Block Group 4|396413|0|G5030|S|396413|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748965|090034972001|Block Group 1|795587|0|G5030|S|795587|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748932|090034972002|Block Group 2|1002727|0|G5030|S|1002727|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749095|090034973001|Block Group 1|1748840|1328|G5030|S|1748840|1328
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749122|090034973002|Block Group 2|1802144|0|G5030|S|1802144|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749063|090034973003|Block Group 3|401180|0|G5030|S|401180|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749034|090034973004|Block Group 4|633136|0|G5030|S|633136|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331748999|090034973005|Block Group 5|725733|0|G5030|S|725733|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749184|090034974001|Block Group 1|674460|0|G5030|S|674460|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749153|090034974002|Block Group 2|1674793|0|G5030|S|1674793|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749217|090034974003|Block Group 3|725021|0|G5030|S|725021|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749244|090034974004|Block Group 4|982323|6237|G5030|S|982323|6237
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|2087015504368655|090034975001|Block Group 1|1504718|10090|G5030|S|1504718|10090
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749315|090034975002|Block Group 2|575537|0|G5030|S|575537|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|208703716538233|090034975003|Block Group 3|760680|0|G5030|S|760680|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|2087015504368659|090034975004|Block Group 4|987669|0|G5030|S|987669|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749496|090034976001|Block Group 1|227725|0|G5030|S|227725|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749454|090034976002|Block Group 2|395102|0|G5030|S|395102|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749539|090034976003|Block Group 3|1168874|0|G5030|S|1168874|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749575|090034977001|Block Group 1|3596720|351461|G5030|S|3596720|351461
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|2087015504368617|090034977002|Block Group 2|1971891|0|G5030|S|1971891|0
27690331919351|0911082590|West Hartford town|56560149|1096521|G4040|T1|A|20870331749668|090034977003|Block Group 3|10094192|480827|G5030|S|10094192|480827
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|208703716538195|090034921001|Block Group 1|6048222|1142493|G5030|S|6048222|1142493
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749699|090034921002|Block Group 2|2838356|723899|G5030|S|2838356|723899
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749818|090034922001|Block Group 1|862278|0|G5030|S|862278|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749847|090034922002|Block Group 2|859097|0|G5030|S|859097|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749911|090034922003|Block Group 3|337074|0|G5030|S|337074|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749878|090034922004|Block Group 4|644774|0|G5030|S|644774|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750004|090034923001|Block Group 1|607390|0|G5030|S|607390|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750034|090034923002|Block Group 2|1026129|21302|G5030|S|1026129|21302
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749944|090034923003|Block Group 3|843177|0|G5030|S|843177|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|208703716537992|090034923004|Block Group 4|2453644|14130|G5030|S|2453644|14130
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331749973|090034923005|Block Group 5|517968|0|G5030|S|517968|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750063|090034924001|Block Group 1|1483180|0|G5030|S|1483180|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750090|090034924002|Block Group 2|1524943|3059|G5030|S|1524943|3059
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750118|090034925001|Block Group 1|1096791|0|G5030|S|1096791|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750150|090034925002|Block Group 2|2127065|0|G5030|S|2127065|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750186|090034926001|Block Group 1|905738|0|G5030|S|905738|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750214|090034926002|Block Group 2|1459358|48570|G5030|S|1459358|48570
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750243|090034926003|Block Group 3|1539881|0|G5030|S|1539881|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750275|090034926004|Block Group 4|1614748|7776|G5030|S|1614748|7776
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331750307|090034926005|Block Group 5|1021409|0|G5030|S|1021409|0
27690331919352|0911084900|Wethersfield town|31862532|2071398|G4040|T1|A|20870331693051|090034926006|Block Group 6|2051310|110169|G5030|S|2051310|110169
276901151027370|0911085950|Willington town|86230085|582494|G4040|T1|A|208701151022351|090138401001|Block Group 1|31801994|371172|G5030|S|31801994|371172
276901151027370|0911085950|Willington town|86230085|582494|G4040|T1|A|208701151022356|090138401002|Block Group 2|18432030|61920|G5030|S|18432030|61920
276901151027370|0911085950|Willington town|86230085|582494|G4040|T1|A|208701151022355|090138401003|Block Group 3|4911823|0|G5030|S|4911823|0
276901151027370|0911085950|Willington town|86230085|582494|G4040|T1|A|208701151022384|090138401004|Block Group 4|10662482|99853|G5030|S|10662482|99853
276901151027370|0911085950|Willington town|86230085|582494|G4040|T1|A|208701151022312|090138401005|Block Group 5|20421756|49549|G5030|S|20421756|49549
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750440|090034731001|Block Group 1|2624519|0|G5030|S|2624519|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|2087015504368526|090034731002|Block Group 2|1455605|0|G5030|S|1455605|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750408|090034731003|Block Group 3|1776856|0|G5030|S|1776856|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|208703716538177|090034731004|Block Group 4|1380196|0|G5030|S|1380196|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750474|090034731005|Block Group 5|3361232|0|G5030|S|3361232|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750576|090034734001|Block Group 1|1087897|29953|G5030|S|1087897|29953
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750611|090034734002|Block Group 2|1241659|0|G5030|S|1241659|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750683|090034735011|Block Group 1|15613359|1030447|G5030|S|15613359|1030447
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750716|090034735012|Block Group 2|1790010|164911|G5030|S|1790010|164911
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750652|090034735013|Block Group 3|7426977|45004|G5030|S|7426977|45004
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|208703716538168|090034735021|Block Group 1|8996869|6718|G5030|S|8996869|6718
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750749|090034735022|Block Group 2|2646320|0|G5030|S|2646320|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750786|090034735023|Block Group 3|2298007|123874|G5030|S|2298007|123874
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750900|090034736011|Block Group 1|4644746|44385|G5030|S|4644746|44385
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750933|090034736012|Block Group 2|4220725|585180|G5030|S|4220725|585180
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750864|090034736013|Block Group 3|3617591|585789|G5030|S|3617591|585789
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750998|090034736021|Block Group 1|1241615|61900|G5030|S|1241615|61900
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331750964|090034736022|Block Group 2|1985515|18873|G5030|S|1985515|18873
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331751159|090034737001|Block Group 1|982718|0|G5030|S|982718|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331751191|090034737002|Block Group 2|687870|0|G5030|S|687870|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|2087015504368628|090034737003|Block Group 3|385163|0|G5030|S|385163|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331751224|090034737004|Block Group 4|915169|0|G5030|S|915169|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|2087015504368537|090034737005|Block Group 5|1135766|403259|G5030|S|1135766|403259
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331751094|090034737006|Block Group 6|349779|0|G5030|S|349779|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|208703716538184|090034737007|Block Group 7|2746201|475476|G5030|S|2746201|475476
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|20870331751300|090034738001|Block Group 1|699859|0|G5030|S|699859|0
27690331919353|0911087000|Windsor town|76443198|3749674|G4040|T1|A|208703716537916|090034738002|Block Group 2|1130975|173905|G5030|S|1130975|173905
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751376|090034761001|Block Group 1|2396928|521275|G5030|S|2396928|521275
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751400|090034761002|Block Group 2|1066093|363888|G5030|S|1066093|363888
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751339|090034761003|Block Group 3|2890176|0|G5030|S|2890176|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751458|090034762001|Block Group 1|2237460|0|G5030|S|2237460|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751430|090034762002|Block Group 2|1748362|0|G5030|S|1748362|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|208703716538029|090034763001|Block Group 1|5547155|0|G5030|S|5547155|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751515|090034763002|Block Group 2|1653014|0|G5030|S|1653014|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751486|090034763003|Block Group 3|1155454|0|G5030|S|1155454|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|20870331751546|090034763004|Block Group 4|843064|0|G5030|S|843064|0
27690331919354|0911087070|Windsor Locks town|23371117|885163|G4040|T1|A|2087019627621781|090039800021|Block Group 1|3833411|0|G5030|S|3833411|0
2769030538658289|0912000000|County subdivisions not defined|0|230554513|G4040|Z9|F|20870697296265|090019900000|Block Group 0|0|424559761|G5030|S|0|230554513
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296342|090010701001|Block Group 1|768948|670185|G5030|S|768948|670185
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296348|090010701002|Block Group 2|293188|0|G5030|S|293188|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296350|090010701003|Block Group 3|288951|55142|G5030|S|288951|55142
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296344|090010701004|Block Group 4|341792|19331|G5030|S|341792|19331
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296358|090010702001|Block Group 1|238552|0|G5030|S|238552|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|208703716548777|090010702002|Block Group 2|364032|0|G5030|S|364032|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296356|090010702003|Block Group 3|240904|59847|G5030|S|240904|59847
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|208703716548669|090010703001|Block Group 1|1074850|214804|G5030|S|1074850|214804
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296804|090010704001|Block Group 1|1742609|4461228|G5030|S|1742609|4461228
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296808|090010705001|Block Group 1|211164|0|G5030|S|211164|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296798|090010705002|Block Group 2|171471|0|G5030|S|171471|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296806|090010706001|Block Group 1|482966|0|G5030|S|482966|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296800|090010706002|Block Group 2|1298987|365174|G5030|S|1298987|365174
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296819|090010709001|Block Group 1|227512|0|G5030|S|227512|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|208703716548795|090010709002|Block Group 2|214749|0|G5030|S|214749|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|208703716548776|090010710001|Block Group 1|710351|0|G5030|S|710351|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296825|090010710002|Block Group 2|437633|0|G5030|S|437633|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296810|090010711001|Block Group 1|202470|0|G5030|S|202470|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296812|090010711002|Block Group 2|244334|0|G5030|S|244334|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296815|090010711003|Block Group 3|215956|0|G5030|S|215956|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296829|090010712001|Block Group 1|126467|0|G5030|S|126467|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296831|090010712002|Block Group 2|137710|0|G5030|S|137710|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296833|090010712003|Block Group 3|174701|0|G5030|S|174701|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296835|090010712004|Block Group 4|117559|0|G5030|S|117559|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296837|090010713001|Block Group 1|144989|0|G5030|S|144989|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296839|090010713002|Block Group 2|164946|0|G5030|S|164946|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296841|090010714001|Block Group 1|161055|0|G5030|S|161055|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296843|090010714002|Block Group 2|234406|0|G5030|S|234406|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|208703716548796|090010714003|Block Group 3|189313|0|G5030|S|189313|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296851|090010716001|Block Group 1|86209|0|G5030|S|86209|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296853|090010716002|Block Group 2|86101|0|G5030|S|86101|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697296861|090010719001|Block Group 1|199036|0|G5030|S|199036|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697297331|090010719002|Block Group 2|294988|0|G5030|S|294988|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697307483|090010720001|Block Group 1|273895|0|G5030|S|273895|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697318462|090010720002|Block Group 2|414015|0|G5030|S|414015|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697340201|090010721001|Block Group 1|574155|0|G5030|S|574155|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697329646|090010721002|Block Group 2|285275|0|G5030|S|285275|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351830|090010721003|Block Group 3|436728|0|G5030|S|436728|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351832|090010722001|Block Group 1|469588|0|G5030|S|469588|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351098|090010722002|Block Group 2|168662|0|G5030|S|168662|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351834|090010722003|Block Group 3|263161|0|G5030|S|263161|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351838|090010723001|Block Group 1|197602|0|G5030|S|197602|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351840|090010723002|Block Group 2|284075|0|G5030|S|284075|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351836|090010723003|Block Group 3|436177|0|G5030|S|436177|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351842|090010724001|Block Group 1|360402|0|G5030|S|360402|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351844|090010724002|Block Group 2|323234|0|G5030|S|323234|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351849|090010725001|Block Group 1|461774|0|G5030|S|461774|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351853|090010725002|Block Group 2|340809|0|G5030|S|340809|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351851|090010725003|Block Group 3|215011|0|G5030|S|215011|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351847|090010725004|Block Group 4|428043|0|G5030|S|428043|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351863|090010726001|Block Group 1|541768|3299|G5030|S|541768|3299
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351859|090010726002|Block Group 2|434365|0|G5030|S|434365|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351855|090010726003|Block Group 3|521763|0|G5030|S|521763|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351861|090010726004|Block Group 4|1189124|0|G5030|S|1189124|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351857|090010726005|Block Group 5|333510|0|G5030|S|333510|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351865|090010727001|Block Group 1|787418|0|G5030|S|787418|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351869|090010727002|Block Group 2|479922|13029|G5030|S|479922|13029
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351867|090010727003|Block Group 3|529120|268331|G5030|S|529120|268331
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351873|090010728001|Block Group 1|471947|0|G5030|S|471947|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|2087015672789521|090010728002|Block Group 2|351761|0|G5030|S|351761|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351876|090010728003|Block Group 3|423485|0|G5030|S|423485|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|2087015672789520|090010728004|Block Group 4|250076|0|G5030|S|250076|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351878|090010729001|Block Group 1|894164|134940|G5030|S|894164|134940
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351882|090010729002|Block Group 2|753322|0|G5030|S|753322|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351880|090010729003|Block Group 3|673734|0|G5030|S|673734|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351884|090010730001|Block Group 1|1201081|0|G5030|S|1201081|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351890|090010731001|Block Group 1|944880|0|G5030|S|944880|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351885|090010731002|Block Group 2|1142602|22088|G5030|S|1142602|22088
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351888|090010731003|Block Group 3|369184|0|G5030|S|369184|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|2087015672789376|090010731004|Block Group 4|430611|0|G5030|S|430611|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351901|090010732001|Block Group 1|307941|0|G5030|S|307941|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351899|090010732002|Block Group 2|569289|0|G5030|S|569289|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351903|090010733001|Block Group 1|149910|0|G5030|S|149910|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|2087015672789794|090010733002|Block Group 2|151414|0|G5030|S|151414|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|2087015672789461|090010733003|Block Group 3|201296|0|G5030|S|201296|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351909|090010734001|Block Group 1|684809|20085|G5030|S|684809|20085
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351907|090010734002|Block Group 2|287559|0|G5030|S|287559|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351892|090010734003|Block Group 3|269022|0|G5030|S|269022|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351913|090010735001|Block Group 1|145790|0|G5030|S|145790|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351911|090010735002|Block Group 2|95084|0|G5030|S|95084|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351915|090010735003|Block Group 3|203300|17207|G5030|S|203300|17207
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|208703716548797|090010736001|Block Group 1|149966|0|G5030|S|149966|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351917|090010736002|Block Group 2|119228|0|G5030|S|119228|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351923|090010737001|Block Group 1|142285|0|G5030|S|142285|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351930|090010737002|Block Group 2|135254|0|G5030|S|135254|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351928|090010737003|Block Group 3|212034|0|G5030|S|212034|0
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351926|090010737004|Block Group 4|267618|1276|G5030|S|267618|1276
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351924|090010737005|Block Group 5|124631|3615|G5030|S|124631|3615
27690697821303|0912008070|Bridgeport town|41606639|8705768|G4040|T5|C|20870697351934|090010738001|Block Group 1|370986|5532|G5030|S|370986|5532
